,Tournament,City,Country,Start Date,Prize,Champion,Surface,URL,Year
1316,Orlando,Orlando,Empty,1989.10.02,"$415,000",Andre Agassi,Hard,/en/scores/archive/orlando/409/1989/results,1989
1317,Brisbane,Brisbane,Empty,1989.10.02,"$180,000",Niclas Kroon,Hard,/en/scores/archive/brisbane/326/1989/results,1989
1318,Basel,Basel,Empty,1989.10.03,"$416,000",Jim Courier,Hard,/en/scores/archive/basel/328/1989/results,1989
1319,Sydney Indoor,Sydney,Empty,1989.10.09,"$492,500",Ivan Lendl,Hard,/en/scores/archive/sydney/427/1989/results,1989
1320,Toulouse,Toulouse,Empty,1989.10.09,"$255,000",Jimmy Connors,Hard,/en/scores/archive/toulouse/327/1989/results,1989
1321,Vienna,Vienna,Empty,1989.10.16,"$255,000",Paul Annacone,Carpet,/en/scores/archive/vienna/337/1989/results,1989
1322,Tel Aviv,Tel Aviv,Empty,1989.10.16,"$130,000",Jimmy Connors,Hard,/en/scores/archive/tel-aviv/330/1989/results,1989
1323,Tokyo Indoor,Tokyo,Empty,1989.10.17,"$617,500",Aaron Krickstein,Carpet,/en/scores/archive/tokyo/428/1989/results,1989
1324,Frankfurt,Frankfurt,Empty,1989.10.23,"$205,000",Kevin Curren,Carpet,/en/scores/archive/frankfurt/348/1989/results,1989
1325,Paris,Paris,Empty,1989.10.30,"$1,267,500",Boris Becker,Carpet,/en/scores/archive/paris/352/1989/results,1989
1326,Stockholm,Stockholm,Empty,1989.11.06,"$1,025,000",Ivan Lendl,Carpet,/en/scores/archive/stockholm/429/1989/results,1989
1327,Sao Paulo,Sao Paulo,Empty,1989.11.06,"$130,000",Martin Jaite,Carpet,/en/scores/archive/sao-paulo/237/1989/results,1989
1328,Wembley,Wembley,Empty,1989.11.07,"$517,500",Michael Chang,Carpet,/en/scores/archive/wembley/430/1989/results,1989
1329,Johannesburg,Johannesburg,Empty,1989.11.13,"$415,000",Christo Van Rensburg,Hard,/en/scores/archive/johannesburg/426/1989/results,1989
1330,Itaparica,Itaparica,Empty,1989.11.20,"$305,000",Martin Jaite,Hard,/en/scores/archive/itaparica/240/1989/results,1989
1331,Masters,,Empty,1989.11.28,"$750,000",Stefan Edberg,Carpet,/en/scores/archive/masters/605/1989/results,1989
1332,Adelaide,Adelaide,Empty,1990.01.01,"$150,000",Thomas Muster,Hard,/en/scores/archive/adelaide/7308/1990/results,1990
1333,Wellington,Wellington,Empty,1990.01.01,"$150,000",Emilio Sanchez,Hard,/en/scores/archive/wellington/354/1990/results,1990
1334,Sydney Outdoor,Sydney,Empty,1990.01.08,"$175,000",Yannick Noah,Hard,/en/scores/archive/sydney/338/1990/results,1990
1335,Auckland,Auckland,Empty,1990.01.08,"$150,000",Scott Davis,Hard,/en/scores/archive/auckland/301/1990/results,1990
1336,Australian Open,Melbourne,Empty,1990.01.15,"$1,462,000",Ivan Lendl,Hard,/en/scores/archive/australian-open/580/1990/results,1990
1337,Milan,Milan,Empty,1990.02.05,"$600,000",Ivan Lendl,Carpet,/en/scores/archive/milan/408/1990/results,1990
1338,San Francisco,San Francisco,Empty,1990.02.05,"$250,000",Andre Agassi,Carpet,/en/scores/archive/san-francisco/424/1990/results,1990
1339,Guaruja,Guaruja,Empty,1990.02.05,"$150,000",Martin Jaite,Hard,/en/scores/archive/guaruja/201/1990/results,1990
1340,Toronto Indoor,Toronto,Empty,1990.02.12,"$1,200,000",Ivan Lendl,Carpet,/en/scores/archive/toronto/302/1990/results,1990
1341,Brussels,Brussels,Empty,1990.02.12,"$600,000",Boris Becker,Carpet,/en/scores/archive/brussels/406/1990/results,1990
1342,Philadelphia,Philadelphia,Empty,1990.02.19,"$1,000,000",Pete Sampras,Carpet,/en/scores/archive/philadelphia/401/1990/results,1990
1343,Stuttgart Indoor,Stuttgart,Empty,1990.02.19,"$1,000,000",Boris Becker,Carpet,/en/scores/archive/stuttgart/357/1990/results,1990
1344,Rotterdam,Rotterdam,Empty,1990.02.26,"$500,000",Brad Gilbert,Carpet,/en/scores/archive/rotterdam/407/1990/results,1990
1345,Memphis,Memphis,Empty,1990.02.26,"$250,000",Michael Stich,Hard,/en/scores/archive/memphis/402/1990/results,1990
1346,ATP Masters 1000 Indian Wells,Indian Wells,Empty,1990.03.05,"$1,000,000",Stefan Edberg,Hard,/en/scores/archive/indian-wells/404/1990/results,1990
1347,Casablanca,Casablanca,Empty,1990.03.05,"$150,000",Thomas Muster,Clay,/en/scores/archive/casablanca/360/1990/results,1990
1348,ATP Masters 1000 Miami,Miami,Empty,1990.03.16,"$1,500,000",Andre Agassi,Hard,/en/scores/archive/miami/403/1990/results,1990
1349,Estoril,Estoril,Empty,1990.04.02,"$250,000",Emilio Sanchez,Clay,/en/scores/archive/estoril/468/1990/results,1990
1350,Orlando,Orlando,Empty,1990.04.02,"$250,000",Brad Gilbert,Hard,/en/scores/archive/orlando/409/1990/results,1990
1351,Rio De Janeiro,Rio De Janeiro,Empty,1990.04.02,"$250,000",Luiz Mattar,Carpet,/en/scores/archive/rio-de-janeiro/215/1990/results,1990
1352,Tokyo Outdoor,Tokyo,Empty,1990.04.09,"$1,000,000",Stefan Edberg,Hard,/en/scores/archive/tokyo/329/1990/results,1990
1353,Barcelona,Barcelona,Empty,1990.04.09,"$500,000",Andres Gomez,Clay,/en/scores/archive/barcelona/425/1990/results,1990
1354,Nice,Nice,Empty,1990.04.16,"$250,000",Juan Aguilera,Clay,/en/scores/archive/nice/6120/1990/results,1990
1355,Seoul,Seoul,Empty,1990.04.16,"$165,000",Alex Antonitsch,Hard,/en/scores/archive/seoul/434/1990/results,1990
1356,ATP Masters 1000 Monte Carlo,Monte Carlo,Empty,1990.04.23,"$1,000,000",Andrei Chesnokov,Clay,/en/scores/archive/monte-carlo/410/1990/results,1990
1357,Hong Kong,Hong Kong,Empty,1990.04.23,"$210,000",Pat Cash,Hard,/en/scores/archive/hong-kong/336/1990/results,1990
1358,Madrid,Madrid,Empty,1990.04.30,"$310,000",Andres Gomez,Clay,/en/scores/archive/madrid/309/1990/results,1990
1359,Munich,Munich,Empty,1990.04.30,"$250,000",Karel Novacek,Clay,/en/scores/archive/munich/308/1990/results,1990
1360,Singapore,Singapore,Empty,1990.04.30,"$250,000",Kelly Jones,Hard,/en/scores/archive/singapore/456/1990/results,1990
1361,ATP Masters 1000 Hamburg,Hamburg,Empty,1990.05.07,"$1,000,000",Juan Aguilera,Clay,/en/scores/archive/hamburg/414/1990/results,1990
1362,Kiawah Island,Kiawah Island,Empty,1990.05.07,"$230,000",David Wheaton,Clay,/en/scores/archive/kiawah-island/717/1990/results,1990
1363,ATP Masters 1000 Rome,Rome,Empty,1990.05.14,"$1,280,000",Thomas Muster,Clay,/en/scores/archive/rome/416/1990/results,1990
1364,Umag,Umag,Empty,1990.05.14,"$175,000",Goran Prpic,Clay,/en/scores/archive/umag/439/1990/results,1990
1365,World Team Cup,Dusseldorf,Empty,1990.05.21,"$1,500,000",Goran Ivanisevic,Clay,/en/scores/archive/dusseldorf/615/1990/results,1990
1366,Bologna,Bologna,Empty,1990.05.21,"$250,000",Richard Fromberg,Clay,/en/scores/archive/bologna/312/1990/results,1990
1367,Roland Garros,Paris,Empty,1990.05.28,"$2,700,000",Andres Gomez,Clay,/en/scores/archive/roland-garros/520/1990/results,1990
1368,London / Queen's Club,London,Empty,1990.06.11,"$500,000",Ivan Lendl,Grass,/en/scores/archive/london/311/1990/results,1990
1369,Florence,Florence,Empty,1990.06.11,"$250,000",Magnus Larsson,Clay,/en/scores/archive/florence/310/1990/results,1990
1370,Rosmalen,Rosmalen,Empty,1990.06.11,"$250,000",Amos Mansdorf,Grass,/en/scores/archive/rosmalen/440/1990/results,1990
1371,Genova,Genova,Empty,1990.06.18,"$250,000",Ronald Agenor,Clay,/en/scores/archive/genova/306/1990/results,1990
1372,Manchester,Manchester,Empty,1990.06.18,"$250,000",Pete Sampras,Grass,/en/scores/archive/manchester/7310/1990/results,1990
1373,Wimbledon,London,Empty,1990.06.25,"$2,670,863",Stefan Edberg,Grass,/en/scores/archive/wimbledon/540/1990/results,1990
1374,Gstaad,Gstaad,Empty,1990.07.09,"$305,000",Martin Jaite,Clay,/en/scores/archive/gstaad/314/1990/results,1990
1375,Bastad,Bastad,Empty,1990.07.09,"$250,000",Richard Fromberg,Clay,/en/scores/archive/bastad/316/1990/results,1990
1376,Newport,Newport,Empty,1990.07.09,"$175,000",Pieter Aldrich,Grass,/en/scores/archive/newport/315/1990/results,1990
1377,Stuttgart Outdoor,Stuttgart,Empty,1990.07.16,"$1,000,000",Goran Ivanisevic,Clay,/en/scores/archive/stuttgart/321/1990/results,1990
1378,Washington,Washington,Empty,1990.07.16,"$550,000",Andre Agassi,Hard,/en/scores/archive/washington/418/1990/results,1990
1379,ATP Masters 1000 Canada,Toronto,Empty,1990.07.23,"$1,200,000",Michael Chang,Hard,/en/scores/archive/toronto/421/1990/results,1990
1380,Hilversum,Hilversum,Empty,1990.07.23,"$240,000",Francisco Clavet,Clay,/en/scores/archive/hilversum/317/1990/results,1990
1381,Kitzbuhel,Kitzbuhel,Empty,1990.07.30,"$375,000",Horacio De La Pena,Clay,/en/scores/archive/kitzbuhel/319/1990/results,1990
1382,Los Angeles,Los Angeles,Empty,1990.07.30,"$250,000",Stefan Edberg,Hard,/en/scores/archive/los-angeles/423/1990/results,1990
1383,San Remo,San Remo,Empty,1990.07.30,"$250,000",Jordi Arrese,Clay,/en/scores/archive/san-remo/366/1990/results,1990
1384,ATP Masters 1000 Cincinnati,Cincinnati,Empty,1990.08.06,"$1,300,000",Stefan Edberg,Hard,/en/scores/archive/cincinnati/422/1990/results,1990
1385,Prague,Prague,Empty,1990.08.06,"$176,000",Jordi Arrese,Clay,/en/scores/archive/prague/379/1990/results,1990
1386,Indianapolis,Indianapolis,Empty,1990.08.13,"$1,000,000",Boris Becker,Hard,/en/scores/archive/indianapolis/419/1990/results,1990
1387,New Haven,New Haven,Empty,1990.08.13,"$1,000,000",Derrick Rostagno,Hard,/en/scores/archive/new-haven/420/1990/results,1990
1388,Long Island,Long Island,Empty,1990.08.20,"$250,000",Stefan Edberg,Hard,/en/scores/archive/long-island/441/1990/results,1990
1389,San Marino,San Marino,Empty,1990.08.20,"$150,000",Guillermo Perez-Roldan,Clay,/en/scores/archive/san-marino/475/1990/results,1990
1390,Schenectady,Schenectady,Empty,1990.08.20,"$150,000",Ramesh Krishnan,Hard,/en/scores/archive/schenectady/224/1990/results,1990
1391,US Open,New York,Empty,1990.08.27,"$2,554,250",Pete Sampras,Hard,/en/scores/archive/us-open/560/1990/results,1990
1392,Bordeaux,Bordeaux,Empty,1990.09.10,"$300,000",Guy Forget,Clay,/en/scores/archive/bordeaux/323/1990/results,1990
1393,Geneva,Geneva,Empty,1990.09.10,"$250,000",Horst Skoff,Clay,/en/scores/archive/geneva/322/1990/results,1990
1394,Basel,Basel,Empty,1990.09.24,"$500,000",John McEnroe,Hard,/en/scores/archive/basel/328/1990/results,1990
1395,Palermo,Palermo,Empty,1990.09.24,"$295,000",Franco Davin,Clay,/en/scores/archive/palermo/325/1990/results,1990
1396,Brisbane,Brisbane,Empty,1990.09.24,"$250,000",Brad Gilbert,Hard,/en/scores/archive/brisbane/326/1990/results,1990
1397,Sydney Indoor,Sydney,Empty,1990.10.01,"$1,000,000",Boris Becker,Hard,/en/scores/archive/sydney/427/1990/results,1990
1398,Toulouse,Toulouse,Empty,1990.10.01,"$300,000",Jonas Svensson,Hard,/en/scores/archive/toulouse/327/1990/results,1990
1399,Athens,Athens,Empty,1990.10.01,"$150,000",Mark Koevermans,Clay,/en/scores/archive/athens/367/1990/results,1990
1400,Tokyo Indoor,Tokyo,Empty,1990.10.08,"$1,000,000",Ivan Lendl,Carpet,/en/scores/archive/tokyo/428/1990/results,1990
1401,Berlin,Berlin,Empty,1990.10.08,"$300,000",Ronald Agenor,Carpet,/en/scores/archive/berlin/348/1990/results,1990
1402,Tel Aviv,Tel Aviv,Empty,1990.10.08,"$150,000",Andrei Chesnokov,Hard,/en/scores/archive/tel-aviv/330/1990/results,1990
1403,Lyon,Lyon,Empty,1990.10.15,"$500,000",Marc Rosset,Carpet,/en/scores/archive/lyon/7309/1990/results,1990
1404,Vienna,Vienna,Empty,1990.10.15,"$250,000",Anders Jarryd,Carpet,/en/scores/archive/vienna/337/1990/results,1990
1405,ATP Masters 1000 Stockholm,Stockholm,Empty,1990.10.22,"$1,100,000",Boris Becker,Carpet,/en/scores/archive/stockholm/429/1990/results,1990
1406,Sao Paulo,Sao Paulo,Empty,1990.10.22,"$150,000",Robbie Weiss,Carpet,/en/scores/archive/sao-paulo/237/1990/results,1990
1407,ATP Masters 1000 Paris,Paris,Empty,1990.10.29,"$2,000,000",Stefan Edberg,Carpet,/en/scores/archive/paris/352/1990/results,1990
1408,Moscow,Moscow,Empty,1990.11.05,"$330,000",Andrei Cherkasov,Carpet,/en/scores/archive/moscow/438/1990/results,1990
1409,Wembley,Wembley,Empty,1990.11.05,"$330,000",Jakob Hlasek,Carpet,/en/scores/archive/wembley/430/1990/results,1990
1410,Itaparica,Itaparica,Empty,1990.11.05,"$250,000",Mats Wilander,Hard,/en/scores/archive/itaparica/240/1990/results,1990
1411,ATP Tour World Championship,,Empty,1990.11.12,"$2,000,000",Andre Agassi,Carpet,/en/scores/archive/atp-tour-world-championship/605/1990/results,1990
1412,Grand Slam Cup,Munich,Germany,1990.12.11,"$6,000,000",Pete Sampras,Carpet,/en/scores/archive/munich/604/1990/results,1990
1413,Adelaide,Adelaide,Empty,1990.12.31,"$175,000",Nicklas Kulti,Hard,/en/scores/archive/adelaide/7308/1991/results,1991
1414,Wellington,Wellington,Empty,1990.12.31,"$175,000",Richard Fromberg,Hard,/en/scores/archive/wellington/354/1991/results,1991
1415,Sydney Outdoor,Sydney,Empty,1991.01.07,"$250,000",Guy Forget,Hard,/en/scores/archive/sydney/338/1991/results,1991
1416,Auckland,Auckland,Empty,1991.01.07,"$175,000",Karel Novacek,Hard,/en/scores/archive/auckland/301/1991/results,1991
1417,Milan,Milan,Empty,1991.02.04,"$600,000",Alexander Volkov,Carpet,/en/scores/archive/milan/408/1991/results,1991
1418,San Francisco,San Francisco,Empty,1991.02.04,"$250,000",Darren Cahill,Carpet,/en/scores/archive/san-francisco/424/1991/results,1991
1419,Guaruja,Guaruja,Empty,1991.02.04,"$150,000",Patrick Baur,Hard,/en/scores/archive/guaruja/201/1991/results,1991
1420,Philadelphia,Philadelphia,Empty,1991.02.11,"$1,000,000",Ivan Lendl,Carpet,/en/scores/archive/philadelphia/401/1991/results,1991
1421,Brussels,Brussels,Empty,1991.02.11,"$600,000",Guy Forget,Carpet,/en/scores/archive/brussels/406/1991/results,1991
1422,Stuttgart Indoor,Stuttgart,Empty,1991.02.18,"$1,000,000",Stefan Edberg,Carpet,/en/scores/archive/stuttgart/357/1991/results,1991
1423,Memphis,Memphis,Empty,1991.02.18,"$750,000",Ivan Lendl,Hard,/en/scores/archive/memphis/402/1991/results,1991
1424,Rotterdam,Rotterdam,Empty,1991.02.25,"$500,000",Omar Camporese,Carpet,/en/scores/archive/rotterdam/407/1991/results,1991
1425,Chicago,Chicago,Empty,1991.02.25,"$250,000",John McEnroe,Carpet,/en/scores/archive/chicago/411/1991/results,1991
1426,ATP Masters 1000 Indian Wells,Indian Wells,Empty,1991.03.04,"$1,000,000",Jim Courier,Hard,/en/scores/archive/indian-wells/404/1991/results,1991
1427,Copenhagen,Copenhagen,Empty,1991.03.04,"$150,000",Jonas Svensson,Carpet,/en/scores/archive/copenhagen/481/1991/results,1991
1428,ATP Masters 1000 Miami,Miami,Empty,1991.03.15,"$1,500,000",Jim Courier,Hard,/en/scores/archive/miami/403/1991/results,1991
1429,Estoril,Estoril,Empty,1991.04.01,"$375,000",Sergi Bruguera,Clay,/en/scores/archive/estoril/468/1991/results,1991
1430,Hong Kong,Hong Kong,Empty,1991.04.01,"$260,000",Richard Krajicek,Hard,/en/scores/archive/hong-kong/336/1991/results,1991
1431,Orlando,Orlando,Empty,1991.04.01,"$250,000",Andre Agassi,Hard,/en/scores/archive/orlando/409/1991/results,1991
1432,Tokyo Outdoor,Tokyo,Empty,1991.04.08,"$1,000,000",Stefan Edberg,Hard,/en/scores/archive/tokyo/329/1991/results,1991
1433,Barcelona,Barcelona,Empty,1991.04.08,"$650,000",Emilio Sanchez,Clay,/en/scores/archive/barcelona/425/1991/results,1991
1434,Nice,Nice,Empty,1991.04.15,"$250,000",Martin Jaite,Clay,/en/scores/archive/nice/6120/1991/results,1991
1435,Seoul,Seoul,Empty,1991.04.15,"$165,000",Patrick Baur,Hard,/en/scores/archive/seoul/434/1991/results,1991
1436,ATP Masters 1000 Monte Carlo,Monte Carlo,Empty,1991.04.22,"$1,000,000",Sergi Bruguera,Clay,/en/scores/archive/monte-carlo/410/1991/results,1991
1437,Singapore,Singapore,Empty,1991.04.22,"$250,000",Jan Siemerink,Hard,/en/scores/archive/singapore/456/1991/results,1991
1438,Madrid,Madrid,Empty,1991.04.29,"$500,000",Jordi Arrese,Clay,/en/scores/archive/madrid/309/1991/results,1991
1439,Munich,Munich,Empty,1991.04.29,"$250,000",Magnus Gustafsson,Clay,/en/scores/archive/munich/308/1991/results,1991
1440,Tampa,Tampa,Empty,1991.04.29,"$250,000",Richey Reneberg,Clay,/en/scores/archive/tampa/346/1991/results,1991
1441,ATP Masters 1000 Hamburg,Hamburg,Empty,1991.05.06,"$1,000,000",Karel Novacek,Clay,/en/scores/archive/hamburg/414/1991/results,1991
1442,Charlotte,Charlotte,Empty,1991.05.06,"$250,000",Jaime Yzaga,Clay,/en/scores/archive/charlotte/717/1991/results,1991
1443,ATP Masters 1000 Rome,Rome,Empty,1991.05.13,"$1,280,000",Emilio Sanchez,Clay,/en/scores/archive/rome/416/1991/results,1991
1444,Umag,Umag,Empty,1991.05.13,"$250,000",Dimitri Poliakov,Clay,/en/scores/archive/umag/439/1991/results,1991
1445,World Team Cup,Dusseldorf,Empty,1991.05.20,"$1,277,500",Magnus Gustafsson,Clay,/en/scores/archive/dusseldorf/615/1991/results,1991
1446,Bologna,Bologna,Empty,1991.05.20,"$250,000",Paolo Cane,Clay,/en/scores/archive/bologna/312/1991/results,1991
1447,London / Queen's Club,London,Empty,1991.06.10,"$500,000",Stefan Edberg,Grass,/en/scores/archive/london/311/1991/results,1991
1448,Florence,Florence,Empty,1991.06.10,"$250,000",Thomas Muster,Clay,/en/scores/archive/florence/310/1991/results,1991
1449,Rosmalen,Rosmalen,Empty,1991.06.10,"$250,000",Christian Saceanu,Grass,/en/scores/archive/rosmalen/440/1991/results,1991
1450,Genova,Genova,Empty,1991.06.17,"$250,000",Carl-Uwe Steeb,Clay,/en/scores/archive/genova/306/1991/results,1991
1451,Manchester,Manchester,Empty,1991.06.17,"$250,000",Goran Ivanisevic,Grass,/en/scores/archive/manchester/7310/1991/results,1991
1452,Gstaad,Gstaad,Empty,1991.07.08,"$305,000",Emilio Sanchez,Clay,/en/scores/archive/gstaad/314/1991/results,1991
1453,Bastad,Bastad,Empty,1991.07.08,"$250,000",Magnus Gustafsson,Clay,/en/scores/archive/bastad/316/1991/results,1991
1454,Newport,Newport,Empty,1991.07.08,"$175,000",Bryan Shelton,Grass,/en/scores/archive/newport/315/1991/results,1991
1455,Stuttgart Outdoor,Stuttgart,Empty,1991.07.15,"$1,000,000",Michael Stich,Clay,/en/scores/archive/stuttgart/321/1991/results,1991
1456,Washington,Washington,Empty,1991.07.15,"$550,000",Andre Agassi,Hard,/en/scores/archive/washington/418/1991/results,1991
1457,ATP Masters 1000 Canada,Montreal,Empty,1991.07.22,"$1,200,000",Andrei Chesnokov,Hard,/en/scores/archive/montreal/421/1991/results,1991
1458,Hilversum,Hilversum,Empty,1991.07.22,"$250,000",Magnus Gustafsson,Clay,/en/scores/archive/hilversum/317/1991/results,1991
1459,Kitzbuhel,Kitzbuhel,Empty,1991.07.29,"$375,000",Karel Novacek,Clay,/en/scores/archive/kitzbuhel/319/1991/results,1991
1460,Los Angeles,Los Angeles,Empty,1991.07.29,"$250,000",Pete Sampras,Hard,/en/scores/archive/los-angeles/423/1991/results,1991
1461,San Marino,San Marino,Empty,1991.07.29,"$225,000",Guillermo Perez-Roldan,Clay,/en/scores/archive/san-marino/475/1991/results,1991
1462,ATP Masters 1000 Cincinnati,Cincinnati,Empty,1991.08.05,"$1,300,000",Guy Forget,Hard,/en/scores/archive/cincinnati/422/1991/results,1991
1463,Prague,Prague,Empty,1991.08.05,"$350,000",Karel Novacek,Clay,/en/scores/archive/prague/379/1991/results,1991
1464,Indianapolis,Indianapolis,Empty,1991.08.12,"$1,000,000",Pete Sampras,Hard,/en/scores/archive/indianapolis/419/1991/results,1991
1465,New Haven,New Haven,Empty,1991.08.12,"$1,000,000",Petr Korda,Hard,/en/scores/archive/new-haven/420/1991/results,1991
1466,Long Island,Long Island,Empty,1991.08.19,"$250,000",Ivan Lendl,Hard,/en/scores/archive/long-island/441/1991/results,1991
1467,Schenectady,Schenectady,Empty,1991.08.19,"$150,000",Michael Stich,Hard,/en/scores/archive/schenectady/224/1991/results,1991
1468,Bordeaux,Bordeaux,Empty,1991.09.09,"$300,000",Guy Forget,Hard,/en/scores/archive/bordeaux/323/1991/results,1991
1469,Brasilia,Brasilia,Empty,1991.09.09,"$250,000",Andres Gomez,Carpet,/en/scores/archive/brasilia/463/1991/results,1991
1470,Geneva,Geneva,Empty,1991.09.09,"$250,000",Thomas Muster,Clay,/en/scores/archive/geneva/322/1991/results,1991
1471,Basel,Basel,Empty,1991.09.23,"$750,000",Jakob Hlasek,Hard,/en/scores/archive/basel/328/1991/results,1991
1472,Palermo,Palermo,Empty,1991.09.23,"$300,000",Frederic Fontang,Clay,/en/scores/archive/palermo/325/1991/results,1991
1473,Brisbane,Brisbane,Empty,1991.09.23,"$250,000",Gianluca Pozzi,Hard,/en/scores/archive/brisbane/326/1991/results,1991
1474,Sydney Indoor,Sydney,Empty,1991.09.30,"$1,000,000",Stefan Edberg,Hard,/en/scores/archive/sydney/427/1991/results,1991
1475,Toulouse,Toulouse,Empty,1991.09.30,"$300,000",Guy Forget,Hard,/en/scores/archive/toulouse/327/1991/results,1991
1476,Athens,Athens,Empty,1991.09.30,"$150,000",Sergi Bruguera,Clay,/en/scores/archive/athens/367/1991/results,1991
1477,Tokyo Indoor,Tokyo,Empty,1991.10.07,"$1,000,000",Stefan Edberg,Carpet,/en/scores/archive/tokyo/428/1991/results,1991
1478,Berlin,Berlin,Empty,1991.10.07,"$300,000",Petr Korda,Carpet,/en/scores/archive/berlin/348/1991/results,1991
1479,Tel Aviv,Tel Aviv,Empty,1991.10.07,"$150,000",Leonardo Lavalle,Hard,/en/scores/archive/tel-aviv/330/1991/results,1991
1480,Lyon,Lyon,Empty,1991.10.14,"$500,000",Pete Sampras,Carpet,/en/scores/archive/lyon/7309/1991/results,1991
