,Tournament,City,Country,Start Date,Prize,Champion,Surface,URL,Year
646,ATP Masters 1000 Cincinnati,Cincinnati,United States,2014.08.10,"$4,017,355",Roger Federer,Hard,/en/scores/archive/cincinnati/422/2014/results,2014
647,Winston-Salem,Winston-Salem,United States,2014.08.17,"$683,705",Lukas Rosol,Hard,/en/scores/archive/winston-salem/6242/2014/results,2014
648,US Open,New York City,United States,2014.08.25,"$17,851,868",Marin Cilic,Hard,/en/scores/archive/us-open/560/2014/results,2014
649,Metz,Metz,France,2014.09.15,"€485,760",David Goffin,Hard,/en/scores/archive/metz/341/2014/results,2014
650,Kuala Lumpur,Kuala Lumpur,Malaysia,2014.09.22,"$1,022,255",Kei Nishikori,Hard,/en/scores/archive/kuala-lumpur/6003/2014/results,2014
651,Shenzhen,Shenzhen,China,2014.09.22,"$655,955",Andy Murray,Hard,/en/scores/archive/shenzhen/6967/2014/results,2014
652,Beijing,Beijing,China,2014.09.29,"$3,755,065",Novak Djokovic,Hard,/en/scores/archive/beijing/747/2014/results,2014
653,Tokyo,Tokyo,Japan,2014.09.29,"$1,373,420",Kei Nishikori,Hard,/en/scores/archive/tokyo/329/2014/results,2014
654,ATP Masters 1000 Shanghai,Shanghai,China,2014.10.05,"$6,521,695",Roger Federer,Hard,/en/scores/archive/shanghai/5014/2014/results,2014
655,Moscow,Moscow,Russia,2014.10.13,"$855,490",Marin Cilic,Hard,/en/scores/archive/moscow/438/2014/results,2014
656,Stockholm,Stockholm,Sweden,2014.10.13,"€593,705",Tomas Berdych,Hard,/en/scores/archive/stockholm/429/2014/results,2014
657,Vienna,Vienna,Austria,2014.10.13,"€593,705",Andy Murray,Hard,/en/scores/archive/vienna/337/2014/results,2014
658,Valencia,Valencia,Spain,2014.10.20,"€2,204,230",Andy Murray,Hard,/en/scores/archive/valencia/573/2014/results,2014
659,Basel,Basel,Switzerland,2014.10.20,"€1,915,060",Roger Federer,Hard,/en/scores/archive/basel/328/2014/results,2014
660,ATP Masters 1000 Paris,Paris,France,2014.10.27,"€3,452,415",Novak Djokovic,Hard,/en/scores/archive/paris/352/2014/results,2014
661,ATP Finals,London,Great Britain,2014.11.09,"$6,500,000",Novak Djokovic,Hard,/en/scores/archive/atp-finals/605/2014/results,2014
