,Home,Away,Home Score,Away Score,Tournament,Year,City,Country
9405,Daniel Evans,Dustin Brown,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9406,Fabio Fognini,Konstantin Kravchuk,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9407,Bjorn Fratangelo,Bernard Tomic,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9408,Taylor Fritz,Benoit Paire,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9409,Peter Gojowczyk,Reilly Opelka,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9410,Pierre-Hugues Herbert,Thomaz Bellucci,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9411,Malek Jaziri,Nicolas Mahut,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9412,Karen Khachanov,Tommy Robredo,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9413,Darian King,Nikoloz Basilashvili,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9414,Martin Klizan,Thiago Monteiro,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9415,Mikhail Kukushkin,Jordan Thompson,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9416,Henri Laaksonen,Borna Coric,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9417,Dusan Lajovic,Frances Tiafoe,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9418,Paolo Lorenzi,Robin Haase,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9419,Adrian Mannarino,Juan Monaco,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9420,Yoshihito Nishioka,Elias Ymer,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9421,Guido Pella,Guillermo Garcia-Lopez,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9422,Vasek Pospisil,Yen-Hsun Lu,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9423,Stephane Robert,Dudi Sela,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9424,Joao Sousa,Diego Schwartzman,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9425,Jan-Lennard Struff,Santiago Giraldo,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9426,Jiri Vesely,Renzo Olivo,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9427,Donald Young,Stefan Kozlov,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9428,Mikhail Youzhny,Daniil Medvedev,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9429,Horacio Zeballos,Marius Copil,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9430,Nikoloz Basilashvili,Alexander Bublik,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9431,Elias Ymer,Yoshihito Nishioka,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9432,Radu Albot,Alex de Minaur,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9433,Darian King,Mikhail Kukushkin,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9434,Santiago Giraldo,Norbert Gombos,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9435,Dusan Lajovic,Tobias Kamke,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9436,Julien Benneteau,Illya Marchenko,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9437,Marius Copil,Denis Kudla,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9438,Henri Laaksonen,Dennis Novikov,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9439,Vasek Pospisil,Rajeev Ram,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9440,Federico Gaio,Andrew Whittington,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9441,Peter Gojowczyk,Marco Trungelliti,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9442,Nikoloz Basilashvili,Matthew Ebden,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9443,Dennis Novikov,Denis Istomin,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9444,Yoshihito Nishioka,Marcelo Arevalo,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9445,Radu Albot,Vincent Millot,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9446,Mikhail Kukushkin,Marcos Giron,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9447,Rajeev Ram,Jared Donaldson,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9448,Santiago Giraldo,Michael Mmoh,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9449,Peter Gojowczyk,Ernesto Escobedo,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9450,Dusan Lajovic,Ivan Dodig,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9451,Illya Marchenko,Teymuraz Gabashvili,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9452,Federico Gaio,Sergiy Stakhovsky,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9453,Marius Copil,Lukas Rosol,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9454,Norbert Gombos,Ruben Bemelmans,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9455,Julien Benneteau,Sam Groth,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9456,Marco Trungelliti,Jozef Kovalik,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9457,Henri Laaksonen,Tim Smyczek,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9458,Elias Ymer,Peter Polansky,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9459,Vasek Pospisil,Mitchell Krueger,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9460,Denis Kudla,Marton Fucsovics,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9461,Darian King,Noah Rubin,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9462,Tobias Kamke,Benjamin Becker,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9463,Andrew Whittington,Andrey Rublev,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9464,Alexander Bublik,Ernests Gulbis,2,0,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9465,Alex de Minaur,Go Soeda,2,1,ATP Masters 1000 Indian Wells,2017,Indian Wells,United States
9466,Roger Federer,Rafael Nadal,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9467,Roger Federer,Nick Kyrgios,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9468,Rafael Nadal,Fabio Fognini,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9469,Fabio Fognini,Kei Nishikori,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9470,Roger Federer,Tomas Berdych,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9471,Rafael Nadal,Jack Sock,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9472,Nick Kyrgios,Alexander Zverev,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9473,Alexander Zverev,Stan Wawrinka,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9474,Kei Nishikori,Federico Delbonis,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9475,Roger Federer,Roberto Bautista Agut,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9476,Rafael Nadal,Nicolas Mahut,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9477,Nick Kyrgios,David Goffin,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9478,Tomas Berdych,Adrian Mannarino,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9479,Jack Sock,Jared Donaldson,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9480,Fabio Fognini,Donald Young,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9481,Stan Wawrinka,Malek Jaziri,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9482,Kei Nishikori,Fernando Verdasco,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9483,Jared Donaldson,Milos Raonic,0,0,ATP Masters 1000 Miami,2017,Miami,United States
9484,Roger Federer,Juan Martin del Potro,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9485,Rafael Nadal,Philipp Kohlschreiber,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9486,David Goffin,Diego Schwartzman,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9487,Tomas Berdych,Gilles Muller,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9488,Nick Kyrgios,Ivo Karlovic,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9489,Jack Sock,Jiri Vesely,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9490,Roberto Bautista Agut,Sam Querrey,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9491,Alexander Zverev,John Isner,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9492,Federico Delbonis,Jan-Lennard Struff,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9493,Fabio Fognini,Jeremy Chardy,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9494,Nicolas Mahut,Guido Pella,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9495,Adrian Mannarino,Borna Coric,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9496,Donald Young,Benoit Paire,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9497,Stan Wawrinka,Horacio Zeballos,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9498,Kei Nishikori,Kevin Anderson,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9499,Milos Raonic,Viktor Troicki,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9500,Roger Federer,Frances Tiafoe,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9501,Rafael Nadal,Dudi Sela,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9502,Borna Coric,Dominic Thiem,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9503,Jeremy Chardy,Marin Cilic,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9504,David Goffin,Darian King,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9505,Guido Pella,Grigor Dimitrov,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9506,Tomas Berdych,Andrey Rublev,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9507,Donald Young,Lucas Pouille,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9508,Nick Kyrgios,Damir Dzumhur,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9509,Jack Sock,Yoshihito Nishioka,0,0,ATP Masters 1000 Miami,2017,Miami,United States
9510,Roberto Bautista Agut,Mikhail Kukushkin,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9511,Federico Delbonis,Pablo Carreno Busta,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9512,Alexander Zverev,Yen-Hsun Lu,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9513,Ivo Karlovic,Andrey Kuznetsov,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9514,John Isner,Thomaz Bellucci,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9515,Jiri Vesely,Albert Ramos-Vinolas,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9516,Jan-Lennard Struff,Gilles Simon,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9517,Benoit Paire,Pablo Cuevas,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9518,Sam Querrey,Tommy Robredo,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9519,Nicolas Mahut,Steve Johnson,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9520,Gilles Muller,Andreas Seppi,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9521,Fernando Verdasco,Ernesto Escobedo,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9522,Philipp Kohlschreiber,Taylor Fritz,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9523,Diego Schwartzman,David Ferrer,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9524,Jared Donaldson,Mischa Zverev,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9525,Juan Martin del Potro,Robin Haase,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9526,Fabio Fognini,Joao Sousa,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9527,Malek Jaziri,Feliciano Lopez,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9528,Adrian Mannarino,Paolo Lorenzi,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9529,Kevin Anderson,Dusan Lajovic,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9530,Thomaz Bellucci,Stephane Robert,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9531,Jeremy Chardy,Facundo Bagnis,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9532,Borna Coric,Marcel Granollers,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9533,Federico Delbonis,Juan Monaco,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9534,Jared Donaldson,Kyle Edmund,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9535,Damir Dzumhur,Hyeon Chung,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9536,Ernesto Escobedo,Daniel Evans,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9537,Fabio Fognini,Ryan Harrison,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9538,Taylor Fritz,Adam Pavlasek,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9539,Robin Haase,Mikael Ymer,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9540,Malek Jaziri,Alexandr Dolgopolov,0,0,ATP Masters 1000 Miami,2017,Miami,United States
9541,Darian King,Lukas Lacko,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9542,Mikhail Kukushkin,Mikhail Youzhny,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9543,Andrey Kuznetsov,Denis Istomin,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9544,Yen-Hsun Lu,Casper Ruud,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9545,Nicolas Mahut,Michael Mmoh,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9546,Adrian Mannarino,Benjamin Becker,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9547,Yoshihito Nishioka,Jordan Thompson,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9548,Benoit Paire,Martin Klizan,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9549,Guido Pella,Tim Smyczek,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9550,Tommy Robredo,Nikoloz Basilashvili,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9551,Andrey Rublev,Florian Mayer,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9552,Diego Schwartzman,Karen Khachanov,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9553,Dudi Sela,Christian Harrison,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9554,Andreas Seppi,Radu Albot,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9555,Jan-Lennard Struff,Aljaz Bedene,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9556,Frances Tiafoe,Konstantin Kravchuk,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9557,Viktor Troicki,Thiago Monteiro,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9558,Jiri Vesely,Tommy Haas,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9559,Donald Young,Dustin Brown,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9560,Horacio Zeballos,Gastao Elias,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9561,Benjamin Becker,Mikhail Youzhny,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9562,Christian Harrison,Rogerio Dutra Silva,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9563,Frances Tiafoe,Mathias Bourgue,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9564,Radu Albot,Sergiy Stakhovsky,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9565,Ernesto Escobedo,Renzo Olivo,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9566,Mikhail Kukushkin,Norbert Gombos,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9567,Jared Donaldson,Stefan Kozlov,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9568,Dusan Lajovic,Nicolas Kicker,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9569,Lukas Lacko,Miomir Kecmanovic,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9570,Aljaz Bedene,Tobias Kamke,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9571,Darian King,Reilly Opelka,0,0,ATP Masters 1000 Miami,2017,Miami,United States
9572,Tim Smyczek,Ruben Bemelmans,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9573,Tobias Kamke,Pierre-Hugues Herbert,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9574,Mikhail Youzhny,Vincent Millot,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9575,Rogerio Dutra Silva,Lukas Rosol,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9576,Frances Tiafoe,Teymuraz Gabashvili,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9577,Radu Albot,Elias Ymer,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9578,Renzo Olivo,Alexander Bublik,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9579,Mikhail Kukushkin,Peter Gojowczyk,0,0,ATP Masters 1000 Miami,2017,Miami,United States
9580,Jared Donaldson,Yibing Wu,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9581,Nicolas Kicker,Andrew Whittington,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9582,Lukas Lacko,Vasil Kirkov,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9583,Tim Smyczek,Santiago Giraldo,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9584,Ernesto Escobedo,Denis Kudla,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9585,Aljaz Bedene,Federico Gaio,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9586,Dusan Lajovic,Grega Zemlja,0,0,ATP Masters 1000 Miami,2017,Miami,United States
9587,Sergiy Stakhovsky,Ernests Gulbis,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9588,Reilly Opelka,Marius Copil,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9589,Mathias Bourgue,Bjorn Fratangelo,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9590,Norbert Gombos,Quentin Halys,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9591,Stefan Kozlov,Nicola Kuhn,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9592,Ruben Bemelmans,Jozef Kovalik,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9593,Miomir Kecmanovic,Henri Laaksonen,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9594,Christian Harrison,Peter Polansky,2,0,ATP Masters 1000 Miami,2017,Miami,United States
9595,Benjamin Becker,Joao Souza,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9596,Darian King,Ivan Dodig,2,1,ATP Masters 1000 Miami,2017,Miami,United States
9597,Steve Johnson,Thomaz Bellucci,2,1,Houston,2017,Houston,United States
9598,Steve Johnson,Jack Sock,2,1,Houston,2017,Houston,United States
9599,Thomaz Bellucci,Ernesto Escobedo,2,1,Houston,2017,Houston,United States
9600,Jack Sock,Feliciano Lopez,2,1,Houston,2017,Houston,United States
9601,Ernesto Escobedo,John Isner,2,1,Houston,2017,Houston,United States
9602,Thomaz Bellucci,Sam Querrey,2,1,Houston,2017,Houston,United States
9603,Steve Johnson,Fernando Verdasco,2,0,Houston,2017,Houston,United States
9604,Jack Sock,Tommy Haas,2,1,Houston,2017,Houston,United States
9605,John Isner,Leonardo Mayer,2,1,Houston,2017,Houston,United States
9606,Sam Querrey,Horacio Zeballos,2,0,Houston,2017,Houston,United States
9607,Steve Johnson,Dustin Brown,2,0,Houston,2017,Houston,United States
9608,Fernando Verdasco,Nicolas Kicker,2,0,Houston,2017,Houston,United States
9609,Feliciano Lopez,Hyeon Chung,2,1,Houston,2017,Houston,United States
9610,Thomaz Bellucci,Maximo Gonzalez,2,1,Houston,2017,Houston,United States
9611,Ernesto Escobedo,Thiago Monteiro,2,1,Houston,2017,Houston,United States
9612,Fernando Verdasco,Kevin Anderson,2,0,Houston,2017,Houston,United States
9613,Feliciano Lopez,Bjorn Fratangelo,2,0,Houston,2017,Houston,United States
9614,Thiago Monteiro,Donald Young,2,0,Houston,2017,Houston,United States
9615,Thomaz Bellucci,Frances Tiafoe,2,1,Houston,2017,Houston,United States
9616,Dustin Brown,Juan Monaco,2,0,Houston,2017,Houston,United States
9617,Hyeon Chung,Victor Estrella Burgos,2,1,Houston,2017,Houston,United States
9618,Ernesto Escobedo,Tennys Sandgren,2,0,Houston,2017,Houston,United States
9619,Maximo Gonzalez,Jared Donaldson,2,1,Houston,2017,Houston,United States
9620,Tommy Haas,Reilly Opelka,2,1,Houston,2017,Houston,United States
9621,Nicolas Kicker,Noah Rubin,0,0,Houston,2017,Houston,United States
9622,Leonardo Mayer,Adam Pavlasek,2,1,Houston,2017,Houston,United States
9623,Horacio Zeballos,Rogerio Dutra Silva,2,0,Houston,2017,Houston,United States
9624,Leonardo Mayer,Denis Kudla,2,1,Houston,2017,Houston,United States
9625,Maximo Gonzalez,Benjamin Becker,2,0,Houston,2017,Houston,United States
9626,Tennys Sandgren,Teymuraz Gabashvili,2,0,Houston,2017,Houston,United States
9627,Noah Rubin,Bradley Klahn,2,1,Houston,2017,Houston,United States
9628,Bradley Klahn,Renzo Olivo,2,1,Houston,2017,Houston,United States
9629,Benjamin Becker,Guido Andreozzi,2,0,Houston,2017,Houston,United States
9630,Teymuraz Gabashvili,Peter Polansky,2,0,Houston,2017,Houston,United States
9631,Denis Kudla,Brian Baker,0,0,Houston,2017,Houston,United States
9632,Leonardo Mayer,Tim Smyczek,2,1,Houston,2017,Houston,United States
9633,Noah Rubin,Ruben Ramirez Hidalgo,2,0,Houston,2017,Houston,United States
9634,Maximo Gonzalez,Dennis Novikov,2,0,Houston,2017,Houston,United States
9635,Tennys Sandgren,Steven Diez,2,0,Houston,2017,Houston,United States
9636,Borna Coric,Philipp Kohlschreiber,2,1,Marrakech,2017,Marrakech,Morocco
9637,Philipp Kohlschreiber,Benoit Paire,2,0,Marrakech,2017,Marrakech,Morocco
9638,Borna Coric,Jiri Vesely,2,0,Marrakech,2017,Marrakech,Morocco
9639,Borna Coric,Albert Ramos-Vinolas,2,1,Marrakech,2017,Marrakech,Morocco
9640,Philipp Kohlschreiber,Jan-Lennard Struff,2,1,Marrakech,2017,Marrakech,Morocco
9641,Jiri Vesely,Paolo Lorenzi,2,1,Marrakech,2017,Marrakech,Morocco
9642,Benoit Paire,Tommy Robredo,2,0,Marrakech,2017,Marrakech,Morocco
9643,Tommy Robredo,Grigor Dimitrov,2,1,Marrakech,2017,Marrakech,Morocco
9644,Albert Ramos-Vinolas,Laslo Djere,2,1,Marrakech,2017,Marrakech,Morocco
9645,Philipp Kohlschreiber,Jeremy Chardy,2,1,Marrakech,2017,Marrakech,Morocco
9646,Jiri Vesely,Mischa Zverev,2,0,Marrakech,2017,Marrakech,Morocco
9647,Paolo Lorenzi,Gianluigi Quinzi,2,1,Marrakech,2017,Marrakech,Morocco
9648,Benoit Paire,Radu Albot,2,0,Marrakech,2017,Marrakech,Morocco
9649,Borna Coric,Reda El Amrani,2,1,Marrakech,2017,Marrakech,Morocco
9650,Jan-Lennard Struff,Amine Ahouda,2,0,Marrakech,2017,Marrakech,Morocco
9651,Paolo Lorenzi,Guillermo Garcia-Lopez,2,0,Marrakech,2017,Marrakech,Morocco
9652,Benoit Paire,Carlos Berlocq,2,1,Marrakech,2017,Marrakech,Morocco
9653,Borna Coric,Diego Schwartzman,2,0,Marrakech,2017,Marrakech,Morocco
9654,Amine Ahouda,Marcel Granollers,2,0,Marrakech,2017,Marrakech,Morocco
9655,Radu Albot,Nicolas Almagro,2,0,Marrakech,2017,Marrakech,Morocco
9656,Jeremy Chardy,Malek Jaziri,2,1,Marrakech,2017,Marrakech,Morocco
9657,Laslo Djere,Martin Klizan,2,0,Marrakech,2017,Marrakech,Morocco
9658,Reda El Amrani,Federico Delbonis,2,0,Marrakech,2017,Marrakech,Morocco
9659,Gianluigi Quinzi,Paul-Henri Mathieu,2,0,Marrakech,2017,Marrakech,Morocco
9660,Tommy Robredo,Sergiy Stakhovsky,2,0,Marrakech,2017,Marrakech,Morocco
9661,Jan-Lennard Struff,Taro Daniel,2,1,Marrakech,2017,Marrakech,Morocco
9662,Jiri Vesely,Luca Vanni,2,0,Marrakech,2017,Marrakech,Morocco
9663,Taro Daniel,Luca Vanni,2,0,Marrakech,2017,Marrakech,Morocco
9664,Sergiy Stakhovsky,Alexander Bublik,2,0,Marrakech,2017,Marrakech,Morocco
9665,Gianluigi Quinzi,Duckhee Lee,2,0,Marrakech,2017,Marrakech,Morocco
9666,Laslo Djere,Alexander Ward,2,0,Marrakech,2017,Marrakech,Morocco
9667,Taro Daniel,Taha Tifnouti,2,0,Marrakech,2017,Marrakech,Morocco
9668,Gianluigi Quinzi,Evgeny Donskoy,2,1,Marrakech,2017,Marrakech,Morocco
9669,Laslo Djere,Marius Copil,0,0,Marrakech,2017,Marrakech,Morocco
9670,Sergiy Stakhovsky,Ayoub Chakrouni,2,0,Marrakech,2017,Marrakech,Morocco
9671,Alexander Ward,Andrey Rublev,2,0,Marrakech,2017,Marrakech,Morocco
9672,Alexander Bublik,Roberto Carballes Baena,2,0,Marrakech,2017,Marrakech,Morocco
9673,Luca Vanni,Inigo Cervantes,2,1,Marrakech,2017,Marrakech,Morocco
9674,Duckhee Lee,Alexander Zhurbin,2,0,Marrakech,2017,Marrakech,Morocco
9675,Rafael Nadal,Albert Ramos-Vinolas,2,0,ATP Masters 1000 Monte Carlo,2017,Monte Carlo,Monaco
9676,Rafael Nadal,David Goffin,2,0,ATP Masters 1000 Monte Carlo,2017,Monte Carlo,Monaco
9677,Albert Ramos-Vinolas,Lucas Pouille,2,1,ATP Masters 1000 Monte Carlo,2017,Monte Carlo,Monaco
9678,David Goffin,Novak Djokovic,2,1,ATP Masters 1000 Monte Carlo,2017,Monte Carlo,Monaco
9679,Rafael Nadal,Diego Schwartzman,2,0,ATP Masters 1000 Monte Carlo,2017,Monte Carlo,Monaco
9680,Albert Ramos-Vinolas,Marin Cilic,2,1,ATP Masters 1000 Monte Carlo,2017,Monte Carlo,Monaco
9681,Lucas Pouille,Pablo Cuevas,2,1,ATP Masters 1000 Monte Carlo,2017,Monte Carlo,Monaco
9682,Albert Ramos-Vinolas,Andy Murray,2,1,ATP Masters 1000 Monte Carlo,2017,Monte Carlo,Monaco
9683,Novak Djokovic,Pablo Carreno Busta,2,1,ATP Masters 1000 Monte Carlo,2017,Monte Carlo,Monaco
9684,Pablo Cuevas,Stan Wawrinka,2,0,ATP Masters 1000 Monte Carlo,2017,Monte Carlo,Monaco
9685,Rafael Nadal,Alexander Zverev,2,0,ATP Masters 1000 Monte Carlo,2017,Monte Carlo,Monaco
