,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
73,Sevilla FC,Besiktas JK,3,0,HomeTeam,Group H,-,"Nov 3, 2005"
74,Zenit St. Petersburg,Sevilla FC,2,1,HomeTeam,Group H,-,"Nov 24, 2005"
75,Vitória Guimarães SC,Bolton Wanderers,1,1,Draw,Group H,-,"Nov 24, 2005"
76,Besiktas JK,Zenit St. Petersburg,1,1,Draw,Group H,-,"Dec 1, 2005"
77,Sevilla FC,Vitória Guimarães SC,3,1,HomeTeam,Group H,-,"Dec 1, 2005"
78,Vitória Guimarães SC,Besiktas JK,1,3,AwayTeam,Group H,-,"Dec 14, 2005"
79,Bolton Wanderers,Sevilla FC,1,1,Draw,Group H,-,"Dec 14, 2005"
80,FC Litex Lovetch,RC Strasbourg Alsace,0,2,AwayTeam,intermediate stage 1st leg,-,"Feb 15, 2006"
81,Lokomotiv Moscow,Sevilla FC,0,1,AwayTeam,intermediate stage 1st leg,-,"Feb 15, 2006"
82,FC Artmedia Bratislava,Levski Sofia,0,1,AwayTeam,intermediate stage 1st leg,-,"Feb 15, 2006"
83,Hertha BSC,FC Rapid 1923,0,1,AwayTeam,intermediate stage 1st leg,-,"Feb 15, 2006"
84,FC Basel 1893,AS Monaco,1,0,HomeTeam,intermediate stage 1st leg,-,"Feb 15, 2006"
85,Rosenborg BK,Zenit St. Petersburg,0,2,AwayTeam,intermediate stage 1st leg,-,"Feb 15, 2006"
86,LOSC Lille,Shakhtar Donetsk,3,2,HomeTeam,intermediate stage 1st leg,-,"Feb 15, 2006"
87,FC Schalke 04,RCD Espanyol Barcelona,2,1,HomeTeam,intermediate stage 1st leg,-,"Feb 15, 2006"
88,SC Heerenveen,Steaua Bukarest,1,3,AwayTeam,intermediate stage 1st leg,-,"Feb 15, 2006"
89,Real Betis Balompié,AZ Alkmaar,2,0,HomeTeam,intermediate stage 1st leg,-,"Feb 15, 2006"
90,Udinese Calcio,RC Lens,3,0,HomeTeam,intermediate stage 1st leg,-,"Feb 15, 2006"
91,Club Brugge KV,AS Roma,1,2,AwayTeam,intermediate stage 1st leg,-,"Feb 15, 2006"
92,Bolton Wanderers,Olympique Marseille,0,0,Draw,intermediate stage 1st leg,-,"Feb 15, 2006"
93,FC Thun,Hamburger SV,1,0,HomeTeam,intermediate stage 1st leg,-,"Feb 16, 2006"
94,SK Slavia Prague,US Palermo,2,1,HomeTeam,intermediate stage 1st leg,-,"Feb 16, 2006"
95,VfB Stuttgart,Middlesbrough FC,1,2,AwayTeam,intermediate stage 1st leg,-,"Feb 16, 2006"
96,US Palermo,SK Slavia Prague,1,0,HomeTeam,intermediate stage 2nd leg,US Palermo,"Feb 23, 2006"
97,Levski Sofia,FC Artmedia Bratislava,2,0,HomeTeam,intermediate stage 2nd leg,Levski Sofia,"Feb 23, 2006"
98,Zenit St. Petersburg,Rosenborg BK,2,1,HomeTeam,intermediate stage 2nd leg,Zenit St. Petersburg,"Feb 23, 2006"
99,Steaua Bukarest,SC Heerenveen,0,1,AwayTeam,intermediate stage 2nd leg,Steaua Bukarest,"Feb 23, 2006"
100,Shakhtar Donetsk,LOSC Lille,0,0,Draw,intermediate stage 2nd leg,LOSC Lille,"Feb 23, 2006"
101,FC Rapid 1923,Hertha BSC,2,0,HomeTeam,intermediate stage 2nd leg,FC Rapid 1923,"Feb 23, 2006"
102,Hamburger SV,FC Thun,2,0,HomeTeam,intermediate stage 2nd leg,Hamburger SV,"Feb 23, 2006"
103,RC Strasbourg Alsace,FC Litex Lovetch,0,0,Draw,intermediate stage 2nd leg,RC Strasbourg Alsace,"Feb 23, 2006"
104,AZ Alkmaar,Real Betis Balompié,2,1,HomeTeam,intermediate stage 2nd leg,Real Betis Balompié,"Feb 23, 2006"
105,RC Lens,Udinese Calcio,1,0,HomeTeam,intermediate stage 2nd leg,Udinese Calcio,"Feb 23, 2006"
106,Middlesbrough FC,VfB Stuttgart,0,1,AwayTeam,intermediate stage 2nd leg,Middlesbrough FC,"Feb 23, 2006"
107,Olympique Marseille,Bolton Wanderers,2,1,HomeTeam,intermediate stage 2nd leg,Olympique Marseille,"Feb 23, 2006"
108,AS Monaco,FC Basel 1893,1,1,Draw,intermediate stage 2nd leg,FC Basel 1893,"Feb 23, 2006"
109,AS Roma,Club Brugge KV,2,1,HomeTeam,intermediate stage 2nd leg,AS Roma,"Feb 23, 2006"
110,RCD Espanyol Barcelona,FC Schalke 04,0,3,AwayTeam,intermediate stage 2nd leg,FC Schalke 04,"Feb 23, 2006"
111,Sevilla FC,Lokomotiv Moscow,2,0,HomeTeam,intermediate stage 2nd leg,Sevilla FC,"Feb 23, 2006"
112,FC Rapid 1923,Hamburger SV,2,0,HomeTeam,last 16 1st leg,-,"Mar 9, 2006"
113,Steaua Bukarest,Real Betis Balompié,0,0,Draw,last 16 1st leg,-,"Mar 9, 2006"
114,US Palermo,FC Schalke 04,1,0,HomeTeam,last 16 1st leg,-,"Mar 9, 2006"
115,LOSC Lille,Sevilla FC,1,0,HomeTeam,last 16 1st leg,-,"Mar 9, 2006"
116,FC Basel 1893,RC Strasbourg Alsace,2,0,HomeTeam,last 16 1st leg,-,"Mar 9, 2006"
117,Olympique Marseille,Zenit St. Petersburg,0,1,AwayTeam,last 16 1st leg,-,"Mar 9, 2006"
118,Udinese Calcio,Levski Sofia,0,0,Draw,last 16 1st leg,-,"Mar 9, 2006"
119,Middlesbrough FC,AS Roma,1,0,HomeTeam,last 16 1st leg,-,"Mar 9, 2006"
120,Hamburger SV,FC Rapid 1923,3,1,HomeTeam,last 16 2nd leg,FC Rapid 1923,"Mar 15, 2006"
121,Sevilla FC,LOSC Lille,2,0,HomeTeam,last 16 2nd leg,Sevilla FC,"Mar 15, 2006"
122,AS Roma,Middlesbrough FC,2,1,HomeTeam,last 16 2nd leg,Middlesbrough FC,"Mar 15, 2006"
123,Zenit St. Petersburg,Olympique Marseille,1,1,Draw,last 16 2nd leg,Zenit St. Petersburg,"Mar 16, 2006"
124,Levski Sofia,Udinese Calcio,2,1,HomeTeam,last 16 2nd leg,Levski Sofia,"Mar 16, 2006"
125,RC Strasbourg Alsace,FC Basel 1893,2,2,Draw,last 16 2nd leg,FC Basel 1893,"Mar 16, 2006"
126,FC Schalke 04,US Palermo,3,0,HomeTeam,last 16 2nd leg,FC Schalke 04,"Mar 16, 2006"
127,Real Betis Balompié,Steaua Bukarest,0,3,AwayTeam,last 16 2nd leg,Steaua Bukarest,"Mar 16, 2006"
128,Levski Sofia,FC Schalke 04,1,3,AwayTeam,Quarter-Finals 1st leg,-,"Mar 30, 2006"
129,FC Rapid 1923,Steaua Bukarest,1,1,Draw,Quarter-Finals 1st leg,-,"Mar 30, 2006"
130,FC Basel 1893,Middlesbrough FC,2,0,HomeTeam,Quarter-Finals 1st leg,-,"Mar 30, 2006"
131,Sevilla FC,Zenit St. Petersburg,4,1,HomeTeam,Quarter-Finals 1st leg,-,"Mar 30, 2006"
132,Zenit St. Petersburg,Sevilla FC,1,1,Draw,Quarter-Finals 2nd leg,Sevilla FC,"Apr 6, 2006"
133,Steaua Bukarest,FC Rapid 1923,0,0,Draw,Quarter-Finals 2nd leg,Steaua Bukarest,"Apr 6, 2006"
134,FC Schalke 04,Levski Sofia,1,1,Draw,Quarter-Finals 2nd leg,FC Schalke 04,"Apr 6, 2006"
135,Middlesbrough FC,FC Basel 1893,4,1,HomeTeam,Quarter-Finals 2nd leg,Middlesbrough FC,"Apr 6, 2006"
136,Steaua Bukarest,Middlesbrough FC,1,0,HomeTeam,Semi-Finals 1st Leg,-,"Apr 20, 2006"
137,FC Schalke 04,Sevilla FC,0,0,Draw,Semi-Finals 1st Leg,-,"Apr 20, 2006"
138,Middlesbrough FC,Steaua Bukarest,4,2,HomeTeam,Semi-Finals 2nd Leg,Middlesbrough FC,"Apr 27, 2006"
139,Sevilla FC,FC Schalke 04,1,0,HomeTeam,Semi-Finals 2nd Leg,Sevilla FC,"Apr 27, 2006"
140,Sevilla FC,Middlesbrough FC,4,0,HomeTeam,Final,Sevilla FC,"May 10, 2006"
