,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
25,Olympiacos Piraeus,SS Lazio,1,1,Draw,Group C,-,"Sep 18, 2007"
26,SS Lazio,Real Madrid,2,2,Draw,Group C,-,"Oct 3, 2007"
27,SV Werder Bremen,Olympiacos Piraeus,1,3,AwayTeam,Group C,-,"Oct 3, 2007"
28,Real Madrid,Olympiacos Piraeus,4,2,HomeTeam,Group C,-,"Oct 24, 2007"
29,SV Werder Bremen,SS Lazio,2,1,HomeTeam,Group C,-,"Oct 24, 2007"
30,SS Lazio,SV Werder Bremen,2,1,HomeTeam,Group C,-,"Nov 6, 2007"
31,Olympiacos Piraeus,Real Madrid,0,0,Draw,Group C,-,"Nov 6, 2007"
32,SS Lazio,Olympiacos Piraeus,1,2,AwayTeam,Group C,-,"Nov 28, 2007"
33,SV Werder Bremen,Real Madrid,3,2,HomeTeam,Group C,-,"Nov 28, 2007"
34,Olympiacos Piraeus,SV Werder Bremen,3,0,HomeTeam,Group C,-,"Dec 11, 2007"
35,Real Madrid,SS Lazio,3,1,HomeTeam,Group C,-,"Dec 11, 2007"
36,Shakhtar Donetsk,Celtic FC,2,0,HomeTeam,Group D,-,"Sep 18, 2007"
37,AC Milan,SL Benfica,2,1,HomeTeam,Group D,-,"Sep 18, 2007"
38,Celtic FC,AC Milan,2,1,HomeTeam,Group D,-,"Oct 3, 2007"
39,SL Benfica,Shakhtar Donetsk,0,1,AwayTeam,Group D,-,"Oct 3, 2007"
40,SL Benfica,Celtic FC,1,0,HomeTeam,Group D,-,"Oct 24, 2007"
41,AC Milan,Shakhtar Donetsk,4,1,HomeTeam,Group D,-,"Oct 24, 2007"
42,Shakhtar Donetsk,AC Milan,0,3,AwayTeam,Group D,-,"Nov 6, 2007"
43,Celtic FC,SL Benfica,1,0,HomeTeam,Group D,-,"Nov 6, 2007"
44,Celtic FC,Shakhtar Donetsk,2,1,HomeTeam,Group D,-,"Nov 28, 2007"
45,SL Benfica,AC Milan,1,1,Draw,Group D,-,"Nov 28, 2007"
46,Shakhtar Donetsk,SL Benfica,1,2,AwayTeam,Group D,-,"Dec 4, 2007"
47,AC Milan,Celtic FC,1,0,HomeTeam,Group D,-,"Dec 4, 2007"
48,FC Barcelona,Olympique Lyon,3,0,HomeTeam,Group E,-,"Sep 19, 2007"
49,Rangers FC,VfB Stuttgart,2,1,HomeTeam,Group E,-,"Sep 19, 2007"
50,Olympique Lyon,Rangers FC,0,3,AwayTeam,Group E,-,"Oct 2, 2007"
51,VfB Stuttgart,FC Barcelona,0,2,AwayTeam,Group E,-,"Oct 2, 2007"
52,Rangers FC,FC Barcelona,0,0,Draw,Group E,-,"Oct 23, 2007"
53,VfB Stuttgart,Olympique Lyon,0,2,AwayTeam,Group E,-,"Oct 23, 2007"
54,FC Barcelona,Rangers FC,2,0,HomeTeam,Group E,-,"Nov 7, 2007"
55,Olympique Lyon,VfB Stuttgart,4,2,HomeTeam,Group E,-,"Nov 7, 2007"
56,VfB Stuttgart,Rangers FC,3,2,HomeTeam,Group E,-,"Nov 27, 2007"
57,Olympique Lyon,FC Barcelona,2,2,Draw,Group E,-,"Nov 27, 2007"
58,Rangers FC,Olympique Lyon,0,3,AwayTeam,Group E,-,"Dec 12, 2007"
59,FC Barcelona,VfB Stuttgart,3,1,HomeTeam,Group E,-,"Dec 12, 2007"
60,Sporting CP,Manchester United,0,1,AwayTeam,Group F,-,"Sep 19, 2007"
61,AS Roma,Dynamo Kyiv,2,0,HomeTeam,Group F,-,"Sep 19, 2007"
62,Manchester United,AS Roma,1,0,HomeTeam,Group F,-,"Oct 2, 2007"
63,Dynamo Kyiv,Sporting CP,1,2,AwayTeam,Group F,-,"Oct 2, 2007"
64,Dynamo Kyiv,Manchester United,2,4,AwayTeam,Group F,-,"Oct 23, 2007"
65,AS Roma,Sporting CP,2,1,HomeTeam,Group F,-,"Oct 23, 2007"
66,Manchester United,Dynamo Kyiv,4,0,HomeTeam,Group F,-,"Nov 7, 2007"
67,Sporting CP,AS Roma,2,2,Draw,Group F,-,"Nov 7, 2007"
68,Dynamo Kyiv,AS Roma,1,4,AwayTeam,Group F,-,"Nov 27, 2007"
69,Manchester United,Sporting CP,2,1,HomeTeam,Group F,-,"Nov 27, 2007"
70,AS Roma,Manchester United,1,1,Draw,Group F,-,"Dec 12, 2007"
71,Sporting CP,Dynamo Kyiv,3,0,HomeTeam,Group F,-,"Dec 12, 2007"
72,PSV Eindhoven,CSKA Moscow,2,1,HomeTeam,Group G,-,"Sep 19, 2007"
73,Fenerbahce SK,FC Internazionale,1,0,HomeTeam,Group G,-,"Sep 19, 2007"
74,CSKA Moscow,Fenerbahce SK,2,2,Draw,Group G,-,"Oct 2, 2007"
75,FC Internazionale,PSV Eindhoven,2,0,HomeTeam,Group G,-,"Oct 2, 2007"
76,CSKA Moscow,FC Internazionale,1,2,AwayTeam,Group G,-,"Oct 23, 2007"
77,PSV Eindhoven,Fenerbahce SK,0,0,Draw,Group G,-,"Oct 23, 2007"
78,FC Internazionale,CSKA Moscow,4,2,HomeTeam,Group G,-,"Nov 7, 2007"
79,Fenerbahce SK,PSV Eindhoven,2,0,HomeTeam,Group G,-,"Nov 7, 2007"
80,CSKA Moscow,PSV Eindhoven,0,1,AwayTeam,Group G,-,"Nov 27, 2007"
81,FC Internazionale,Fenerbahce SK,3,0,HomeTeam,Group G,-,"Nov 27, 2007"
82,Fenerbahce SK,CSKA Moscow,3,1,HomeTeam,Group G,-,"Dec 12, 2007"
83,PSV Eindhoven,FC Internazionale,0,1,AwayTeam,Group G,-,"Dec 12, 2007"
84,SK Slavia Prague,Steaua Bukarest,2,1,HomeTeam,Group H,-,"Sep 19, 2007"
85,Arsenal FC,Sevilla FC,3,0,HomeTeam,Group H,-,"Sep 19, 2007"
86,Sevilla FC,SK Slavia Prague,4,2,HomeTeam,Group H,-,"Oct 2, 2007"
87,Steaua Bukarest,Arsenal FC,0,1,AwayTeam,Group H,-,"Oct 2, 2007"
88,Sevilla FC,Steaua Bukarest,2,1,HomeTeam,Group H,-,"Oct 23, 2007"
89,Arsenal FC,SK Slavia Prague,7,0,HomeTeam,Group H,-,"Oct 23, 2007"
90,Steaua Bukarest,Sevilla FC,0,2,AwayTeam,Group H,-,"Nov 7, 2007"
91,SK Slavia Prague,Arsenal FC,0,0,Draw,Group H,-,"Nov 7, 2007"
92,Sevilla FC,Arsenal FC,3,1,HomeTeam,Group H,-,"Nov 27, 2007"
93,Steaua Bukarest,SK Slavia Prague,1,1,Draw,Group H,-,"Nov 27, 2007"
94,SK Slavia Prague,Sevilla FC,0,3,AwayTeam,Group H,-,"Dec 12, 2007"
95,Arsenal FC,Steaua Bukarest,2,1,HomeTeam,Group H,-,"Dec 12, 2007"
96,FC Schalke 04,FC Porto,1,0,HomeTeam,last 16 1st leg,-,"Feb 19, 2008"
97,Olympiacos Piraeus,Chelsea FC,0,0,Draw,last 16 1st leg,-,"Feb 19, 2008"
98,Liverpool FC,FC Internazionale,2,0,HomeTeam,last 16 1st leg,-,"Feb 19, 2008"
99,AS Roma,Real Madrid,2,1,HomeTeam,last 16 1st leg,-,"Feb 19, 2008"
100,Fenerbahce SK,Sevilla FC,3,2,HomeTeam,last 16 1st leg,-,"Feb 20, 2008"
101,Olympique Lyon,Manchester United,1,1,Draw,last 16 1st leg,-,"Feb 20, 2008"
102,Arsenal FC,AC Milan,0,0,Draw,last 16 1st leg,-,"Feb 20, 2008"
103,Celtic FC,FC Barcelona,2,3,AwayTeam,last 16 1st leg,-,"Feb 20, 2008"
104,Sevilla FC,Fenerbahce SK,5,5,Draw,last 16 2nd leg,-,"Mar 4, 2008"
105,FC Barcelona,Celtic FC,1,0,HomeTeam,last 16 2nd leg,FC Barcelona,"Mar 4, 2008"
106,AC Milan,Arsenal FC,0,2,AwayTeam,last 16 2nd leg,Arsenal FC,"Mar 4, 2008"
107,Manchester United,Olympique Lyon,1,0,HomeTeam,last 16 2nd leg,Manchester United,"Mar 4, 2008"
108,FC Porto,FC Schalke 04,2,4,AwayTeam,last 16 2nd leg,FC Schalke 04,"Mar 5, 2008"
109,Chelsea FC,Olympiacos Piraeus,3,0,HomeTeam,last 16 2nd leg,Chelsea FC,"Mar 5, 2008"
110,Real Madrid,AS Roma,1,2,AwayTeam,last 16 2nd leg,AS Roma,"Mar 5, 2008"
111,FC Internazionale,Liverpool FC,0,1,AwayTeam,last 16 2nd leg,Liverpool FC,"Mar 11, 2008"
112,FC Schalke 04,FC Barcelona,0,1,AwayTeam,Quarter-Finals 1st leg,-,"Apr 1, 2008"
113,AS Roma,Manchester United,0,2,AwayTeam,Quarter-Finals 1st leg,-,"Apr 1, 2008"
114,Fenerbahce SK,Chelsea FC,2,1,HomeTeam,Quarter-Finals 1st leg,-,"Apr 2, 2008"
115,Arsenal FC,Liverpool FC,1,1,Draw,Quarter-Finals 1st leg,-,"Apr 2, 2008"
116,Chelsea FC,Fenerbahce SK,2,0,HomeTeam,Quarter-Finals 2nd leg,Chelsea FC,"Apr 8, 2008"
117,Liverpool FC,Arsenal FC,4,2,HomeTeam,Quarter-Finals 2nd leg,Liverpool FC,"Apr 8, 2008"
118,FC Barcelona,FC Schalke 04,1,0,HomeTeam,Quarter-Finals 2nd leg,FC Barcelona,"Apr 9, 2008"
119,Manchester United,AS Roma,1,0,HomeTeam,Quarter-Finals 2nd leg,Manchester United,"Apr 9, 2008"
120,Liverpool FC,Chelsea FC,1,1,Draw,Semi-Finals 1st Leg,-,"Apr 22, 2008"
121,FC Barcelona,Manchester United,0,0,Draw,Semi-Finals 1st Leg,-,"Apr 23, 2008"
122,Manchester United,FC Barcelona,1,0,HomeTeam,Semi-Finals 2nd Leg,Manchester United,"Apr 29, 2008"
123,Chelsea FC,Liverpool FC,3,2,HomeTeam,Semi-Finals 2nd Leg,Chelsea FC,"Apr 30, 2008"
124,Manchester United,Chelsea FC,6,5,HomeTeam,Final,Manchester United,"May 21, 2008"
