,HomeTeam,AwayTeam,HomeScore,AwayScore,Winner,Stage,StageWinner,Date
47,Bayer 04 Leverkusen,AC Sparta Praha,1,0,HomeTeam,Group E,-,"Dec 6, 2007"
48,FC Toulouse,Spartak Moscow,2,1,HomeTeam,Group E,-,"Dec 19, 2007"
49,FC Zürich,Bayer 04 Leverkusen,0,5,AwayTeam,Group E,-,"Dec 19, 2007"
50,Bolton Wanderers,SC Braga,1,1,Draw,Group F,-,"Oct 25, 2007"
51,Red Star Belgrade,Bayern Munich,2,3,AwayTeam,Group F,-,"Oct 25, 2007"
52,Bayern Munich,Bolton Wanderers,2,2,Draw,Group F,-,"Nov 8, 2007"
53,Aris Thessaloniki,Red Star Belgrade,3,0,HomeTeam,Group F,-,"Nov 8, 2007"
54,Bolton Wanderers,Aris Thessaloniki,1,1,Draw,Group F,-,"Nov 29, 2007"
55,SC Braga,Bayern Munich,1,1,Draw,Group F,-,"Nov 29, 2007"
56,Aris Thessaloniki,SC Braga,1,1,Draw,Group F,-,"Dec 6, 2007"
57,Red Star Belgrade,Bolton Wanderers,0,1,AwayTeam,Group F,-,"Dec 6, 2007"
58,SC Braga,Red Star Belgrade,2,0,HomeTeam,Group F,-,"Dec 19, 2007"
59,Bayern Munich,Aris Thessaloniki,6,0,HomeTeam,Group F,-,"Dec 19, 2007"
60,RSC Anderlecht,Hapoel Tel Aviv,2,0,HomeTeam,Group G,-,"Oct 25, 2007"
61,Tottenham Hotspur,Getafe CF,1,2,AwayTeam,Group G,-,"Oct 25, 2007"
62,Hapoel Tel Aviv,Tottenham Hotspur,0,2,AwayTeam,Group G,-,"Nov 8, 2007"
63,Aalborg BK,RSC Anderlecht,1,1,Draw,Group G,-,"Nov 8, 2007"
64,Tottenham Hotspur,Aalborg BK,3,2,HomeTeam,Group G,-,"Nov 29, 2007"
65,Getafe CF,Hapoel Tel Aviv,1,2,AwayTeam,Group G,-,"Nov 29, 2007"
66,RSC Anderlecht,Tottenham Hotspur,1,1,Draw,Group G,-,"Dec 6, 2007"
67,Aalborg BK,Getafe CF,1,2,AwayTeam,Group G,-,"Dec 6, 2007"
68,Getafe CF,RSC Anderlecht,2,1,HomeTeam,Group G,-,"Dec 19, 2007"
69,Hapoel Tel Aviv,Aalborg BK,1,3,AwayTeam,Group G,-,"Dec 19, 2007"
70,Helsingborgs IF,Panionios Athens,1,1,Draw,Group H,-,"Oct 25, 2007"
71,FC Girondins Bordeaux,Galatasaray SK,2,1,HomeTeam,Group H,-,"Oct 25, 2007"
72,Galatasaray SK,Helsingborgs IF,2,3,AwayTeam,Group H,-,"Nov 8, 2007"
73,Austria Vienna,FC Girondins Bordeaux,1,2,AwayTeam,Group H,-,"Nov 8, 2007"
74,Panionios Athens,Galatasaray SK,0,3,AwayTeam,Group H,-,"Nov 29, 2007"
75,Helsingborgs IF,Austria Vienna,3,0,HomeTeam,Group H,-,"Nov 29, 2007"
76,Austria Vienna,Panionios Athens,0,1,AwayTeam,Group H,-,"Dec 6, 2007"
77,FC Girondins Bordeaux,Helsingborgs IF,2,1,HomeTeam,Group H,-,"Dec 6, 2007"
78,Panionios Athens,FC Girondins Bordeaux,2,3,AwayTeam,Group H,-,"Dec 19, 2007"
79,Galatasaray SK,Austria Vienna,0,0,Draw,Group H,-,"Dec 19, 2007"
80,Zenit St. Petersburg,Villarreal CF,1,0,HomeTeam,3rd round 1st leg,-,"Feb 13, 2008"
81,Galatasaray SK,Bayer 04 Leverkusen,0,0,Draw,3rd round 1st leg,-,"Feb 13, 2008"
82,AEK Athens,Getafe CF,1,1,Draw,3rd round 1st leg,-,"Feb 13, 2008"
83,SK Brann,Everton FC,0,2,AwayTeam,3rd round 1st leg,-,"Feb 13, 2008"
84,SV Werder Bremen,SC Braga,3,0,HomeTeam,3rd round 1st leg,-,"Feb 13, 2008"
85,Olympique Marseille,Spartak Moscow,3,0,HomeTeam,3rd round 1st leg,-,"Feb 13, 2008"
86,RSC Anderlecht,FC Girondins Bordeaux,2,1,HomeTeam,3rd round 1st leg,-,"Feb 13, 2008"
87,PSV Eindhoven,Helsingborgs IF,2,0,HomeTeam,3rd round 1st leg,-,"Feb 13, 2008"
88,Rangers FC,Panathinaikos Athens,0,0,Draw,3rd round 1st leg,-,"Feb 13, 2008"
89,Sporting CP,FC Basel 1893,2,0,HomeTeam,3rd round 1st leg,-,"Feb 13, 2008"
90,Aberdeen FC,Bayern Munich,2,2,Draw,3rd round 1st leg,-,"Feb 14, 2008"
91,FC Zürich,Hamburger SV,1,3,AwayTeam,3rd round 1st leg,-,"Feb 14, 2008"
92,Rosenborg BK,ACF Fiorentina,0,1,AwayTeam,3rd round 1st leg,-,"Feb 14, 2008"
93,Bolton Wanderers,Atlético Madrid,1,0,HomeTeam,3rd round 1st leg,-,"Feb 14, 2008"
94,SK Slavia Prague,Tottenham Hotspur,1,2,AwayTeam,3rd round 1st leg,-,"Feb 14, 2008"
95,SL Benfica,1.FC Nuremberg,1,0,HomeTeam,3rd round 1st leg,-,"Feb 14, 2008"
96,Bayer 04 Leverkusen,Galatasaray SK,5,1,HomeTeam,3rd round 2nd leg,Bayer 04 Leverkusen,"Feb 21, 2008"
97,Hamburger SV,FC Zürich,0,0,Draw,3rd round 2nd leg,Hamburger SV,"Feb 21, 2008"
98,Spartak Moscow,Olympique Marseille,2,0,HomeTeam,3rd round 2nd leg,Olympique Marseille,"Feb 21, 2008"
99,Panathinaikos Athens,Rangers FC,1,1,Draw,3rd round 2nd leg,Rangers FC,"Feb 21, 2008"
100,Bayern Munich,Aberdeen FC,5,1,HomeTeam,3rd round 2nd leg,Bayern Munich,"Feb 21, 2008"
101,ACF Fiorentina,Rosenborg BK,2,1,HomeTeam,3rd round 2nd leg,ACF Fiorentina,"Feb 21, 2008"
102,Helsingborgs IF,PSV Eindhoven,1,2,AwayTeam,3rd round 2nd leg,PSV Eindhoven,"Feb 21, 2008"
103,Villarreal CF,Zenit St. Petersburg,2,1,HomeTeam,3rd round 2nd leg,Zenit St. Petersburg,"Feb 21, 2008"
104,Getafe CF,AEK Athens,3,0,HomeTeam,3rd round 2nd leg,Getafe CF,"Feb 21, 2008"
105,Tottenham Hotspur,SK Slavia Prague,1,1,Draw,3rd round 2nd leg,Tottenham Hotspur,"Feb 21, 2008"
106,FC Girondins Bordeaux,RSC Anderlecht,1,1,Draw,3rd round 2nd leg,RSC Anderlecht,"Feb 21, 2008"
107,Atlético Madrid,Bolton Wanderers,0,0,Draw,3rd round 2nd leg,Bolton Wanderers,"Feb 21, 2008"
108,FC Basel 1893,Sporting CP,0,3,AwayTeam,3rd round 2nd leg,Sporting CP,"Feb 21, 2008"
109,Everton FC,SK Brann,6,1,HomeTeam,3rd round 2nd leg,Everton FC,"Feb 21, 2008"
110,1.FC Nuremberg,SL Benfica,2,2,Draw,3rd round 2nd leg,SL Benfica,"Feb 21, 2008"
111,SC Braga,SV Werder Bremen,0,1,AwayTeam,3rd round 2nd leg,SV Werder Bremen,"Feb 21, 2008"
112,RSC Anderlecht,Bayern Munich,0,5,AwayTeam,last 16 1st leg,-,"Mar 6, 2008"
113,Olympique Marseille,Zenit St. Petersburg,3,1,HomeTeam,last 16 1st leg,-,"Mar 6, 2008"
114,ACF Fiorentina,Everton FC,2,0,HomeTeam,last 16 1st leg,-,"Mar 6, 2008"
115,Rangers FC,SV Werder Bremen,2,0,HomeTeam,last 16 1st leg,-,"Mar 6, 2008"
116,Bolton Wanderers,Sporting CP,1,1,Draw,last 16 1st leg,-,"Mar 6, 2008"
117,Tottenham Hotspur,PSV Eindhoven,0,1,AwayTeam,last 16 1st leg,-,"Mar 6, 2008"
118,Bayer 04 Leverkusen,Hamburger SV,1,0,HomeTeam,last 16 1st leg,-,"Mar 6, 2008"
119,SL Benfica,Getafe CF,1,2,AwayTeam,last 16 1st leg,-,"Mar 6, 2008"
120,Zenit St. Petersburg,Olympique Marseille,2,0,HomeTeam,last 16 2nd leg,Zenit St. Petersburg,"Mar 12, 2008"
121,Hamburger SV,Bayer 04 Leverkusen,3,2,HomeTeam,last 16 2nd leg,Bayer 04 Leverkusen,"Mar 12, 2008"
122,Everton FC,ACF Fiorentina,2,4,AwayTeam,last 16 2nd leg,ACF Fiorentina,"Mar 12, 2008"
123,Bayern Munich,RSC Anderlecht,1,2,AwayTeam,last 16 2nd leg,Bayern Munich,"Mar 12, 2008"
124,PSV Eindhoven,Tottenham Hotspur,6,5,HomeTeam,last 16 2nd leg,PSV Eindhoven,"Mar 12, 2008"
125,Getafe CF,SL Benfica,1,0,HomeTeam,last 16 2nd leg,Getafe CF,"Mar 12, 2008"
126,SV Werder Bremen,Rangers FC,1,0,HomeTeam,last 16 2nd leg,Rangers FC,"Mar 13, 2008"
127,Sporting CP,Bolton Wanderers,1,0,HomeTeam,last 16 2nd leg,Sporting CP,"Mar 13, 2008"
128,Bayer 04 Leverkusen,Zenit St. Petersburg,1,4,AwayTeam,Quarter-Finals 1st leg,-,"Apr 3, 2008"
129,Rangers FC,Sporting CP,0,0,Draw,Quarter-Finals 1st leg,-,"Apr 3, 2008"
130,Bayern Munich,Getafe CF,1,1,Draw,Quarter-Finals 1st leg,-,"Apr 3, 2008"
131,ACF Fiorentina,PSV Eindhoven,1,1,Draw,Quarter-Finals 1st leg,-,"Apr 3, 2008"
132,Zenit St. Petersburg,Bayer 04 Leverkusen,0,1,AwayTeam,Quarter-Finals 2nd leg,Zenit St. Petersburg,"Apr 10, 2008"
133,Getafe CF,Bayern Munich,3,3,Draw,Quarter-Finals 2nd leg,Bayern Munich,"Apr 10, 2008"
134,PSV Eindhoven,ACF Fiorentina,0,2,AwayTeam,Quarter-Finals 2nd leg,ACF Fiorentina,"Apr 10, 2008"
135,Sporting CP,Rangers FC,0,2,AwayTeam,Quarter-Finals 2nd leg,Rangers FC,"Apr 10, 2008"
136,Bayern Munich,Zenit St. Petersburg,1,1,Draw,Semi-Finals 1st Leg,-,"Apr 24, 2008"
137,Rangers FC,ACF Fiorentina,0,0,Draw,Semi-Finals 1st Leg,-,"Apr 24, 2008"
138,Zenit St. Petersburg,Bayern Munich,4,0,HomeTeam,Semi-Finals 2nd Leg,Zenit St. Petersburg,"May 1, 2008"
139,ACF Fiorentina,Rangers FC,2,4,AwayTeam,Semi-Finals 2nd Leg,Rangers FC,"May 1, 2008"
140,Zenit St. Petersburg,Rangers FC,2,0,HomeTeam,Final,Zenit St. Petersburg,"May 14, 2008"
